review_id,affected_union_count,failure_reason,source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,candidate_1_summary,candidate_2_summary,candidate_3_summary,selected_candidate,manual_target_division_code,manual_target_district_code,manual_target_upazila_code,review_status,reviewed_by,notes
R-7-54-404,9,nuhil_upazila_name_no_match,7,54,404,Rangpur,Dinajpur,Nawabganj,রংপুর,দিনাজপুর,নবাবগঞ্জ,codes 30/3026/30260062 | EN: Dhaka / Dhaka / Nawabganj | BN: ঢাকা বিভাগ | reason: Different HDX division than nuhil-mapped 55; Exact normalized English (or cross-field) upazila name match,codes 50/5070/50700066 | EN: Rajshahi / Chapainababganj / Chapainawabganj Sadar | BN: রাজশাহী বিভাগ | reason: Different HDX division than nuhil-mapped 55; Upazila name similarity only (weak — verify district),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9."
R-7-56-426,9,nuhil_upazila_name_no_match,7,56,426,Rangpur,Nilphamari,Kishorganj,রংপুর,নীলফামারী,কিশোরগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9."
R-7-59-447,9,nuhil_upazila_name_no_match,7,59,447,Rangpur,Rangpur,Pirgacha,রংপুর,রংপুর,পীরগাছা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9."
R-8-61-460,9,nuhil_upazila_name_no_match,8,61,460,Mymensingh,Sherpur,Nokla,ময়মনসিংহ,শেরপুর,নকলা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9."
R-1-4-36,8,nuhil_upazila_name_no_match,1,4,36,Chattagram,Rangamati,Baghaichari,চট্টগ্রাম,রাঙ্গামাটি,বাঘাইছড়ি,codes 50/5081/50810010 | EN: Rajshahi / Rajshahi / Bagha | BN: রাজশাহী বিভাগ | reason: Different HDX division than nuhil-mapped 20; Upazila name similarity only (weak — verify district),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Baghaichari"" / ""বাঘাইছড়ি"": 0 HDX matches in district 2084. Unions: 8. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions."
R-1-9-84,8,nuhil_district_name_no_match,1,9,84,Chattagram,Coxsbazar,Moheshkhali,চট্টগ্রাম,কক্সবাজার,মহেশখালী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions.
R-2-18-156,8,nuhil_district_name_no_match,2,18,156,Rajshahi,Chapainawabganj,Gomostapur,রাজশাহী,চাঁপাইনবাবগঞ্জ,গোমস্তাপুর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
R-2-19-161,8,nuhil_upazila_name_no_match,2,19,161,Rajshahi,Naogaon,Badalgachi,রাজশাহী,নওগাঁ,বদলগাছী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8."
R-4-33-253,8,nuhil_district_name_no_match,4,33,253,Barisal,Barisal,Banaripara,বরিশাল,বরিশাল,বানারীপাড়া,codes 10/1006/10060010 | EN: Barishal / Barishal / Banaripara | BN: বরিশাল বিভাগ | reason: Within mapped HDX division (Barisal); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
R-5-39-301,8,nuhil_upazila_name_no_match,5,39,301,Sylhet,Sunamganj,South Sunamganj,সিলেট,সুনামগঞ্জ,দক্ষিণ সুনামগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8."
R-6-46-363,8,nuhil_upazila_name_no_match,6,46,363,Dhaka,Manikganj,Doulatpur,ঢাকা,মানিকগঞ্জ,দৌলতপুর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8."
R-6-48-374,8,nuhil_upazila_name_no_match,6,48,374,Dhaka,Munshiganj,Gajaria,ঢাকা,মুন্সিগঞ্জ,গজারিয়া,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8."
R-7-53-403,8,nuhil_upazila_name_no_match,7,53,403,Rangpur,Panchagarh,Tetulia,রংপুর,পঞ্চগড়,তেতুলিয়া,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8."
R-7-58-437,8,nuhil_upazila_name_no_match,7,58,437,Rangpur,Thakurgaon,Ranisankail,রংপুর,ঠাকুরগাঁও,রাণীশংকৈল,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8."
R-8-63-478,8,nuhil_upazila_name_no_match,8,63,478,Mymensingh,Jamalpur,Dewangonj,ময়মনসিংহ,জামালপুর,দেওয়ানগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8."
R-8-64-486,8,nuhil_district_name_no_match,8,64,486,Mymensingh,Netrokona,Madan,ময়মনসিংহ,নেত্রকোণা,মদন,codes 45/4572/45720056 | EN: Mymensingh / Netrakona / Madan | BN: ময়মনসিংহ বিভাগ | reason: Within mapped HDX division (Mymensingh); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
R-8-64-488,8,nuhil_district_name_no_match,8,64,488,Mymensingh,Netrokona,Kalmakanda,ময়মনসিংহ,নেত্রকোণা,কলমাকান্দা,codes 45/4572/45720040 | EN: Mymensingh / Netrakona / Kalmakanda | BN: ময়মনসিংহ বিভাগ | reason: Within mapped HDX division (Mymensingh); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
R-1-9-85,7,nuhil_district_name_no_match,1,9,85,Chattagram,Coxsbazar,Pekua,চট্টগ্রাম,কক্সবাজার,পেকুয়া,codes 20/2022/20220056 | EN: Chattogram / Cox's Bazar / Pekua | BN: চট্টগ্রাম বিভাগ | reason: Within mapped HDX division (Chattagram); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_missing_division; nuhil division id 1 missing; 7 unions. | nuhil_missing_division; nuhil division id 1 missing; 7 unions. | nuhil_missing_division; nuhil division id 1 missing; 7 unions. | nuhil_missing_division; nuhil division id 1 missing; 7 unions. | nuhil_missing_division; nuhil division id 1 missing; 7 unions. | nuhil_missing_division; nuhil division id 1 missing; 7 unions.
R-2-12-105,7,nuhil_upazila_name_no_match,2,12,105,Rajshahi,Sirajganj,Chauhali,রাজশাহী,সিরাজগঞ্জ,চৌহালি,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7."
R-2-13-114,7,nuhil_upazila_name_no_match,2,13,114,Rajshahi,Pabna,Ishurdi,রাজশাহী,পাবনা,ঈশ্বরদী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7."
R-3-27-212,7,nuhil_upazila_name_no_match,3,27,212,Khulna,Khulna,Botiaghata,খুলনা,খুলনা,বটিয়াঘাটা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7."
R-4-33-254,7,nuhil_district_name_no_match,4,33,254,Barisal,Barisal,Gournadi,বরিশাল,বরিশাল,গৌরনদী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
R-4-33-257,7,nuhil_district_name_no_match,4,33,257,Barisal,Barisal,Muladi,বরিশাল,বরিশাল,মুলাদী,codes 10/1006/10060069 | EN: Barishal / Barishal / Muladi | BN: বরিশাল বিভাগ | reason: Within mapped HDX division (Barisal); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
R-4-35-270,7,nuhil_upazila_name_no_match,4,35,270,Barisal,Barguna,Pathorghata,বরিশাল,বরগুনা,পাথরঘাটা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7."
R-6-45-356,7,nuhil_upazila_name_no_match,6,45,356,Dhaka,Kishoreganj,Mithamoin,ঢাকা,কিশোরগঞ্জ,মিঠামইন,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7."
R-6-46-361,7,nuhil_upazila_name_no_match,6,46,361,Dhaka,Manikganj,Gior,ঢাকা,মানিকগঞ্জ,ঘিওর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7."
