reason,detail,payload
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1394"",""upazilaId"":""157"",""nameEn"":""Nachol"",""nameBn"":""নাচোল""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1395"",""upazilaId"":""158"",""nameEn"":""Bholahat"",""nameBn"":""ভোলাহাট""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1396"",""upazilaId"":""158"",""nameEn"":""Jambaria"",""nameBn"":""জামবাড়িয়া""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1397"",""upazilaId"":""158"",""nameEn"":""Gohalbari"",""nameBn"":""গোহালবাড়ী""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1398"",""upazilaId"":""158"",""nameEn"":""Daldoli"",""nameBn"":""দলদলী""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1399"",""upazilaId"":""159"",""nameEn"":""Binodpur"",""nameBn"":""বিনোদপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1400"",""upazilaId"":""159"",""nameEn"":""Chakkirti"",""nameBn"":""চককির্তী""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1401"",""upazilaId"":""159"",""nameEn"":""Daipukuria"",""nameBn"":""দাইপুকুরিয়া""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1402"",""upazilaId"":""159"",""nameEn"":""Dhainagar"",""nameBn"":""ধাইনগর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1403"",""upazilaId"":""159"",""nameEn"":""Durlovpur"",""nameBn"":""দুর্লভপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1404"",""upazilaId"":""159"",""nameEn"":""Ghorapakhia"",""nameBn"":""ঘোড়াপাখিয়া""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1405"",""upazilaId"":""159"",""nameEn"":""Mobarakpur"",""nameBn"":""মোবারকপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1406"",""upazilaId"":""159"",""nameEn"":""Monakasha"",""nameBn"":""মনাকষা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1407"",""upazilaId"":""159"",""nameEn"":""Noyalavanga"",""nameBn"":""নয়ালাভাঙ্গা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1408"",""upazilaId"":""159"",""nameEn"":""Panka"",""nameBn"":""পাঁকা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1409"",""upazilaId"":""159"",""nameEn"":""Chatrajitpur"",""nameBn"":""ছত্রাজিতপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1410"",""upazilaId"":""159"",""nameEn"":""Shahabajpur"",""nameBn"":""শাহাবাজপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1411"",""upazilaId"":""159"",""nameEn"":""Shyampur"",""nameBn"":""শ্যামপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1412"",""upazilaId"":""159"",""nameEn"":""Kansat"",""nameBn"":""কানসাট""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1413"",""upazilaId"":""159"",""nameEn"":""Ujirpur"",""nameBn"":""উজিরপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1414"",""upazilaId"":""160"",""nameEn"":""1nomohadevpur"",""nameBn"":""মহাদেবপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1415"",""upazilaId"":""160"",""nameEn"":""Hatur"",""nameBn"":""হাতুড়""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1416"",""upazilaId"":""160"",""nameEn"":""Khajur"",""nameBn"":""খাজুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1417"",""upazilaId"":""160"",""nameEn"":""Chandas"",""nameBn"":""চাঁন্দাশ""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1418"",""upazilaId"":""160"",""nameEn"":""Enayetpur"",""nameBn"":""এনায়েতপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1419"",""upazilaId"":""160"",""nameEn"":""Sofapur"",""nameBn"":""সফাপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1420"",""upazilaId"":""160"",""nameEn"":""Uttargram"",""nameBn"":""উত্তরগ্রাম""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1421"",""upazilaId"":""160"",""nameEn"":""Cheragpur"",""nameBn"":""চেরাগপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1422"",""upazilaId"":""160"",""nameEn"":""Vimpur"",""nameBn"":""ভীমপুর""}"
nuhil_upazila_name_no_match,Mohadevpur,"{""id"":""1423"",""upazilaId"":""160"",""nameEn"":""Roygon"",""nameBn"":""রাইগাঁ""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1424"",""upazilaId"":""161"",""nameEn"":""Badalgachi"",""nameBn"":""বদলগাছী""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1425"",""upazilaId"":""161"",""nameEn"":""Mothurapur"",""nameBn"":""মথুরাপুর""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1426"",""upazilaId"":""161"",""nameEn"":""Paharpur"",""nameBn"":""পাহারপুর""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1427"",""upazilaId"":""161"",""nameEn"":""Mithapur"",""nameBn"":""মিঠাপুর""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1428"",""upazilaId"":""161"",""nameEn"":""Kola"",""nameBn"":""কোলা""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1429"",""upazilaId"":""161"",""nameEn"":""Bilashbari"",""nameBn"":""বিলাশবাড়ী""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1430"",""upazilaId"":""161"",""nameEn"":""Adhaipur"",""nameBn"":""আধাইপুর""}"
nuhil_upazila_name_no_match,Badalgachi,"{""id"":""1431"",""upazilaId"":""161"",""nameEn"":""Balubhara"",""nameBn"":""বালুভরা""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1538"",""upazilaId"":""173"",""nameEn"":""Jaharpur"",""nameBn"":""জহুরপুর""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1539"",""upazilaId"":""173"",""nameEn"":""Jamdia"",""nameBn"":""জামদিয়া""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1540"",""upazilaId"":""173"",""nameEn"":""Darajhat"",""nameBn"":""দরাজহাট""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1541"",""upazilaId"":""173"",""nameEn"":""Dhalgram"",""nameBn"":""ধলগ্রাম""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1542"",""upazilaId"":""173"",""nameEn"":""Narikelbaria"",""nameBn"":""নারিকেলবাড়ীয়া""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1543"",""upazilaId"":""173"",""nameEn"":""Bandabilla"",""nameBn"":""বন্দবিলা""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1544"",""upazilaId"":""173"",""nameEn"":""Basuari"",""nameBn"":""বাসুয়াড়ী""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1545"",""upazilaId"":""173"",""nameEn"":""Roypur"",""nameBn"":""রায়পুর""}"
nuhil_upazila_name_no_match,Bagherpara,"{""id"":""1546"",""upazilaId"":""173"",""nameEn"":""Dohakula"",""nameBn"":""দোহাকুলা""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1547"",""upazilaId"":""174"",""nameEn"":""Chougachha"",""nameBn"":""চৌগাছা""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1548"",""upazilaId"":""174"",""nameEn"":""Jagadishpur"",""nameBn"":""জগদীশপুর""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1549"",""upazilaId"":""174"",""nameEn"":""Dhuliani"",""nameBn"":""ধুলিয়ানী""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1550"",""upazilaId"":""174"",""nameEn"":""Narayanpur"",""nameBn"":""নারায়নপুর""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1551"",""upazilaId"":""174"",""nameEn"":""Patibila"",""nameBn"":""পাতিবিলা""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1552"",""upazilaId"":""174"",""nameEn"":""Pashapole"",""nameBn"":""পাশাপোল""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1553"",""upazilaId"":""174"",""nameEn"":""Fulsara"",""nameBn"":""ফুলসারা""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1554"",""upazilaId"":""174"",""nameEn"":""Singhajhuli"",""nameBn"":""সিংহঝুলি""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1555"",""upazilaId"":""174"",""nameEn"":""Sukpukhuria"",""nameBn"":""সুখপুকুরিয়া""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1556"",""upazilaId"":""174"",""nameEn"":""Swarupdaha"",""nameBn"":""সরুপদাহ""}"
nuhil_upazila_name_no_match,Chougachha,"{""id"":""1557"",""upazilaId"":""174"",""nameEn"":""Hakimpur"",""nameBn"":""হাকিমপুর""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1558"",""upazilaId"":""175"",""nameEn"":""Gangananda"",""nameBn"":""গংগানন্দপুর""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1559"",""upazilaId"":""175"",""nameEn"":""Gadkhali"",""nameBn"":""গদখালী""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1560"",""upazilaId"":""175"",""nameEn"":""Jhikargachha"",""nameBn"":""ঝিকরগাছা""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1561"",""upazilaId"":""175"",""nameEn"":""Nabharan"",""nameBn"":""নাভারন""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1562"",""upazilaId"":""175"",""nameEn"":""Nibaskhola"",""nameBn"":""নির্বাসখোলা""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1563"",""upazilaId"":""175"",""nameEn"":""Panisara"",""nameBn"":""পানিসারা""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1564"",""upazilaId"":""175"",""nameEn"":""Bankra"",""nameBn"":""বাঁকড়া""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1565"",""upazilaId"":""175"",""nameEn"":""Shankarpur"",""nameBn"":""শংকরপুর""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1566"",""upazilaId"":""175"",""nameEn"":""Shimulia"",""nameBn"":""শিমুলিয়া""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1567"",""upazilaId"":""175"",""nameEn"":""Hajirbagh"",""nameBn"":""হাজিরবাগ""}"
nuhil_upazila_name_no_match,Jhikargacha,"{""id"":""1568"",""upazilaId"":""175"",""nameEn"":""Magura"",""nameBn"":""মাগুরা""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1578"",""upazilaId"":""177"",""nameEn"":""Lebutala"",""nameBn"":""লেবুতলা""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1579"",""upazilaId"":""177"",""nameEn"":""Ichhali"",""nameBn"":""ইছালী""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1580"",""upazilaId"":""177"",""nameEn"":""Arabpur"",""nameBn"":""আরবপুর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1581"",""upazilaId"":""177"",""nameEn"":""Upasahar"",""nameBn"":""উপশহর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1582"",""upazilaId"":""177"",""nameEn"":""Kachua"",""nameBn"":""কচুয়া""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1583"",""upazilaId"":""177"",""nameEn"":""Kashimpur"",""nameBn"":""কাশিমপুর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1584"",""upazilaId"":""177"",""nameEn"":""Chanchra"",""nameBn"":""চাঁচড়া""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1585"",""upazilaId"":""177"",""nameEn"":""Churamankati"",""nameBn"":""চূড়ামনকাটি""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1586"",""upazilaId"":""177"",""nameEn"":""Narendrapur"",""nameBn"":""নরেন্দ্রপুর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1587"",""upazilaId"":""177"",""nameEn"":""Noapara"",""nameBn"":""নওয়াপাড়া""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1588"",""upazilaId"":""177"",""nameEn"":""Fathehpur"",""nameBn"":""ফতেপুর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1589"",""upazilaId"":""177"",""nameEn"":""Basundia"",""nameBn"":""বসুন্দিয়া""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1590"",""upazilaId"":""177"",""nameEn"":""Ramnagar"",""nameBn"":""রামনগর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1591"",""upazilaId"":""177"",""nameEn"":""Haibatpur"",""nameBn"":""হৈবতপুর""}"
nuhil_upazila_name_no_match,Jessore Sadar,"{""id"":""1592"",""upazilaId"":""177"",""nameEn"":""Dearamodel"",""nameBn"":""দেয়ারা মডেল""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1604"",""upazilaId"":""179"",""nameEn"":""Anulia"",""nameBn"":""আনুলিয়া""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1605"",""upazilaId"":""179"",""nameEn"":""Assasuni"",""nameBn"":""আশাশুনি""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1606"",""upazilaId"":""179"",""nameEn"":""Kadakati"",""nameBn"":""কাদাকাটি""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1607"",""upazilaId"":""179"",""nameEn"":""Kulla"",""nameBn"":""কুল্যা""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1608"",""upazilaId"":""179"",""nameEn"":""Khajra"",""nameBn"":""খাজরা""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1609"",""upazilaId"":""179"",""nameEn"":""Durgapur"",""nameBn"":""দরগাহপুর""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1610"",""upazilaId"":""179"",""nameEn"":""Pratapnagar"",""nameBn"":""প্রতাপনগর""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1611"",""upazilaId"":""179"",""nameEn"":""Budhhata"",""nameBn"":""বুধহাটা""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1612"",""upazilaId"":""179"",""nameEn"":""Baradal"",""nameBn"":""বড়দল""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1613"",""upazilaId"":""179"",""nameEn"":""Sreeula"",""nameBn"":""শ্রীউলা""}"
nuhil_upazila_name_no_match,Assasuni,"{""id"":""1614"",""upazilaId"":""179"",""nameEn"":""Sobhnali"",""nameBn"":""শোভনালী""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1877"",""upazilaId"":""206"",""nameEn"":""Horidhali"",""nameBn"":""হরিঢালী""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1878"",""upazilaId"":""206"",""nameEn"":""Goroikhali"",""nameBn"":""গড়ইখালী""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1879"",""upazilaId"":""206"",""nameEn"":""Kopilmuni"",""nameBn"":""কপিলমুনি""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1880"",""upazilaId"":""206"",""nameEn"":""Lota"",""nameBn"":""লতা""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1881"",""upazilaId"":""206"",""nameEn"":""Deluti"",""nameBn"":""দেলুটি""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1882"",""upazilaId"":""206"",""nameEn"":""Loskor"",""nameBn"":""লস্কর""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1883"",""upazilaId"":""206"",""nameEn"":""Godaipur"",""nameBn"":""গদাইপুর""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1884"",""upazilaId"":""206"",""nameEn"":""Raruli"",""nameBn"":""রাড়ুলী""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1885"",""upazilaId"":""206"",""nameEn"":""Chandkhali"",""nameBn"":""চাঁদখালী""}"
nuhil_upazila_name_no_match,Paikgasa,"{""id"":""1886"",""upazilaId"":""206"",""nameEn"":""Soladana"",""nameBn"":""সোলাদানা""}"
nuhil_upazila_name_no_match,Fultola,"{""id"":""1887"",""upazilaId"":""207"",""nameEn"":""Fultola"",""nameBn"":""ফুলতলা""}"
nuhil_upazila_name_no_match,Fultola,"{""id"":""1888"",""upazilaId"":""207"",""nameEn"":""Damodar"",""nameBn"":""দামোদর""}"
nuhil_upazila_name_no_match,Fultola,"{""id"":""1889"",""upazilaId"":""207"",""nameEn"":""Atra Gilatola"",""nameBn"":""আটরা গিলাতলা""}"
nuhil_upazila_name_no_match,Fultola,"{""id"":""1890"",""upazilaId"":""207"",""nameEn"":""Jamira"",""nameBn"":""জামিরা""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1891"",""upazilaId"":""208"",""nameEn"":""Senhati"",""nameBn"":""সেনহাটি""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1892"",""upazilaId"":""208"",""nameEn"":""Gajirhat"",""nameBn"":""গাজীরহাট""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1893"",""upazilaId"":""208"",""nameEn"":""Barakpur"",""nameBn"":""বারাকপুর""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1894"",""upazilaId"":""208"",""nameEn"":""Aronghata"",""nameBn"":""আড়ংঘাটা""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1895"",""upazilaId"":""208"",""nameEn"":""Jogipol"",""nameBn"":""যোগীপোল""}"
nuhil_upazila_name_no_match,Digholia,"{""id"":""1896"",""upazilaId"":""208"",""nameEn"":""Digholia"",""nameBn"":""দিঘলিয়া""}"
nuhil_upazila_name_no_match,Rupsha,"{""id"":""1897"",""upazilaId"":""209"",""nameEn"":""Aichgati"",""nameBn"":""আইচগাতী""}"
nuhil_upazila_name_no_match,Rupsha,"{""id"":""1898"",""upazilaId"":""209"",""nameEn"":""Srifoltola"",""nameBn"":""শ্রীফলতলা""}"
nuhil_upazila_name_no_match,Rupsha,"{""id"":""1899"",""upazilaId"":""209"",""nameEn"":""Noihati"",""nameBn"":""নৈহাটি""}"
nuhil_upazila_name_no_match,Rupsha,"{""id"":""1900"",""upazilaId"":""209"",""nameEn"":""Tsb"",""nameBn"":""টিএসবি""}"
nuhil_upazila_name_no_match,Rupsha,"{""id"":""1901"",""upazilaId"":""209"",""nameEn"":""Ghatvog"",""nameBn"":""ঘাটভোগ""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1922"",""upazilaId"":""212"",""nameEn"":""Botiaghata"",""nameBn"":""বটিয়াঘাটা""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1923"",""upazilaId"":""212"",""nameEn"":""Amirpur"",""nameBn"":""আমিরপুর""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1924"",""upazilaId"":""212"",""nameEn"":""Gongarampur"",""nameBn"":""গঙ্গারামপুর""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1925"",""upazilaId"":""212"",""nameEn"":""Surkhali"",""nameBn"":""সুরখালী""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1926"",""upazilaId"":""212"",""nameEn"":""Vandarkot"",""nameBn"":""ভান্ডারকোট""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1927"",""upazilaId"":""212"",""nameEn"":""Baliadanga"",""nameBn"":""বালিয়াডাঙ্গা""}"
nuhil_upazila_name_no_match,Botiaghata,"{""id"":""1928"",""upazilaId"":""212"",""nameEn"":""Jolma"",""nameBn"":""জলমা""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1929"",""upazilaId"":""213"",""nameEn"":""Dakop"",""nameBn"":""দাকোপ""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1930"",""upazilaId"":""213"",""nameEn"":""Bajua"",""nameBn"":""বাজুয়া""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1931"",""upazilaId"":""213"",""nameEn"":""Kamarkhola"",""nameBn"":""কামারখোলা""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1932"",""upazilaId"":""213"",""nameEn"":""Tildanga"",""nameBn"":""তিলডাঙ্গা""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1933"",""upazilaId"":""213"",""nameEn"":""Sutarkhali"",""nameBn"":""সুতারখালী""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1934"",""upazilaId"":""213"",""nameEn"":""Laudoba"",""nameBn"":""লাউডোব""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1935"",""upazilaId"":""213"",""nameEn"":""Pankhali"",""nameBn"":""পানখালী""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1936"",""upazilaId"":""213"",""nameEn"":""Banishanta"",""nameBn"":""বানিশান্তা""}"
nuhil_upazila_name_no_match,Dakop,"{""id"":""1937"",""upazilaId"":""213"",""nameEn"":""Koilashgonj"",""nameBn"":""কৈলাশগঞ্জ""}"
nuhil_upazila_name_no_match,Sarankhola,"{""id"":""1970"",""upazilaId"":""218"",""nameEn"":""Dhanshagor"",""nameBn"":""ধানসাগর""}"
nuhil_upazila_name_no_match,Sarankhola,"{""id"":""1971"",""upazilaId"":""218"",""nameEn"":""Khontakata"",""nameBn"":""খোন্তাকাটা""}"
nuhil_upazila_name_no_match,Sarankhola,"{""id"":""1972"",""upazilaId"":""218"",""nameEn"":""Rayenda"",""nameBn"":""রায়েন্দা""}"
nuhil_upazila_name_no_match,Sarankhola,"{""id"":""1973"",""upazilaId"":""218"",""nameEn"":""Southkhali"",""nameBn"":""সাউথখালী""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1984"",""upazilaId"":""220"",""nameEn"":""Teligati"",""nameBn"":""তেলিগাতী""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1985"",""upazilaId"":""220"",""nameEn"":""Panchakaran"",""nameBn"":""পঞ্চকরণ""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1986"",""upazilaId"":""220"",""nameEn"":""Putikhali"",""nameBn"":""পুটিখালী""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1987"",""upazilaId"":""220"",""nameEn"":""Daibagnyahati"",""nameBn"":""দৈবজ্ঞহাটি""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1988"",""upazilaId"":""220"",""nameEn"":""Ramchandrapur"",""nameBn"":""রামচন্দ্রপুর""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1989"",""upazilaId"":""220"",""nameEn"":""Chingrakhali"",""nameBn"":""চিংড়াখালী""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1990"",""upazilaId"":""220"",""nameEn"":""Jiudhara"",""nameBn"":""জিউধরা""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1991"",""upazilaId"":""220"",""nameEn"":""Hoglapasha"",""nameBn"":""হোগলাপাশা""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1992"",""upazilaId"":""220"",""nameEn"":""Banagram"",""nameBn"":""বনগ্রাম""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1993"",""upazilaId"":""220"",""nameEn"":""Balaibunia"",""nameBn"":""বলইবুনিয়া""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1994"",""upazilaId"":""220"",""nameEn"":""Hoglabunia"",""nameBn"":""হোগলাবুনিয়া""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1995"",""upazilaId"":""220"",""nameEn"":""Baharbunia"",""nameBn"":""বহরবুনিয়া""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1996"",""upazilaId"":""220"",""nameEn"":""Morrelganj"",""nameBn"":""মোড়েলগঞ্জ""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1997"",""upazilaId"":""220"",""nameEn"":""Khaulia"",""nameBn"":""খাউলিয়া""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1998"",""upazilaId"":""220"",""nameEn"":""Nishanbaria"",""nameBn"":""নিশানবাড়িয়া""}"
nuhil_upazila_name_no_match,Morrelganj,"{""id"":""1999"",""upazilaId"":""220"",""nameEn"":""Baraikhali"",""nameBn"":""বারইখালী""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2075"",""upazilaId"":""229"",""nameEn"":""Sbk"",""nameBn"":""এস, বি, কে""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2076"",""upazilaId"":""229"",""nameEn"":""Fatepur"",""nameBn"":""ফতেপুর""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2077"",""upazilaId"":""229"",""nameEn"":""Panthapara"",""nameBn"":""পান্থপাড়া""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2078"",""upazilaId"":""229"",""nameEn"":""Swaruppur"",""nameBn"":""স্বরুপপুর""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2079"",""upazilaId"":""229"",""nameEn"":""Shyamkur"",""nameBn"":""শ্যামকুড়""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2080"",""upazilaId"":""229"",""nameEn"":""Nepa"",""nameBn"":""নেপা""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2081"",""upazilaId"":""229"",""nameEn"":""Kazirber"",""nameBn"":""কাজীরবেড়""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2082"",""upazilaId"":""229"",""nameEn"":""Banshbaria"",""nameBn"":""বাঁশবাড়ীয়া""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2083"",""upazilaId"":""229"",""nameEn"":""Jadabpur"",""nameBn"":""যাদবপুর""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2084"",""upazilaId"":""229"",""nameEn"":""Natima"",""nameBn"":""নাটিমা""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2085"",""upazilaId"":""229"",""nameEn"":""Manderbaria"",""nameBn"":""মান্দারবাড়ীয়া""}"
nuhil_upazila_name_no_match,Moheshpur,"{""id"":""2086"",""upazilaId"":""229"",""nameEn"":""Azampur"",""nameBn"":""আজমপুর""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2087"",""upazilaId"":""230"",""nameEn"":""Basanda"",""nameBn"":""বাসন্ডা""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2088"",""upazilaId"":""230"",""nameEn"":""Binoykati"",""nameBn"":""বিনয়কাঠী""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2089"",""upazilaId"":""230"",""nameEn"":""Gabharamchandrapur"",""nameBn"":""গাভারামচন্দ্রপুর""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2090"",""upazilaId"":""230"",""nameEn"":""Keora"",""nameBn"":""কেওড়া""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2091"",""upazilaId"":""230"",""nameEn"":""Kirtipasha"",""nameBn"":""কীর্তিপাশা""}"
nuhil_district_name_no_match,Jhalakathi,"{""id"":""2092"",""upazilaId"":""230"",""nameEn"":""Nabagram"",""nameBn"":""নবগ্রাম""}"
